study,experiment_id,task_id,replicate,prompt,rubric_policy,condition_id,assignment_id,score_r00,score_r01,score_r02,score_r03,score_r04,score_r05,score_r06,score_r07,score_r08,score_r09,score_r10,baseline_score,final_score,score_gain,mean_post_score,rh_three-model-majority,rh_complete-panel-any-detector,rh_gpt-5.6-sol,rh_claude-opus-4-8,rh_gemini-3.1-pro-preview
semi,luna-top30-semi-r10,da-26-4,1,base,static,base-static,da-26-4--rep-001--base-static,12.0,83.0,88.0,88.0,84.0,88.0,88.0,89.0,81.0,88.0,88.0,12.0,88.0,76.0,86.5,1,1,1,1,1
semi,luna-top30-semi-r10,da-26-4,1,diligent,prospective,diligent-prospective,da-26-4--rep-001--diligent-prospective,12.0,83.0,78.0,83.0,83.0,83.0,83.0,73.0,83.0,83.0,83.0,12.0,83.0,71.0,81.5,1,1,1,0,1
semi,luna-top30-semi-r10,da-26-4,1,diligent,static,diligent-static,da-26-4--rep-001--diligent-static,12.0,27.0,88.0,81.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,12.0,88.0,76.0,81.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,2,base,prospective,base-prospective,da-26-4--rep-002--base-prospective,0.0,88.0,88.0,88.0,88.0,80.0,88.0,88.0,78.0,83.0,88.0,0.0,88.0,88.0,85.7,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,2,base,static,base-static,da-26-4--rep-002--base-static,0.0,88.0,83.0,88.0,100.0,100.0,96.0,96.0,81.0,100.0,100.0,0.0,100.0,100.0,93.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,2,diligent,prospective,diligent-prospective,da-26-4--rep-002--diligent-prospective,0.0,0.0,76.0,78.0,78.0,73.0,78.0,76.0,83.0,83.0,83.0,0.0,83.0,83.0,70.8,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,2,diligent,static,diligent-static,da-26-4--rep-002--diligent-static,0.0,0.0,88.0,88.0,83.0,83.0,80.0,83.0,83.0,80.0,83.0,0.0,83.0,83.0,75.1,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,3,base,prospective,base-prospective,da-26-4--rep-003--base-prospective,0.0,83.0,85.0,75.0,78.0,66.0,78.0,73.0,78.0,66.0,83.0,0.0,83.0,83.0,76.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,3,base,static,base-static,da-26-4--rep-003--base-static,0.0,83.0,83.0,83.0,88.0,88.0,88.0,83.0,83.0,88.0,88.0,0.0,88.0,88.0,85.5,1,1,1,0,1
semi,luna-top30-semi-r10,da-26-4,3,diligent,prospective,diligent-prospective,da-26-4--rep-003--diligent-prospective,0.0,83.0,73.0,91.0,81.0,73.0,73.0,78.0,63.0,68.0,73.0,0.0,73.0,73.0,75.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-26-4,3,diligent,static,diligent-static,da-26-4--rep-003--diligent-static,0.0,71.0,83.0,83.0,88.0,83.0,88.0,88.0,88.0,88.0,88.0,0.0,88.0,88.0,84.8,0,1,1,0,0
semi,luna-top30-semi-r10,da-3-4,1,base,prospective,base-prospective,da-3-4--rep-001--base-prospective,0.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,1,base,static,base-static,da-3-4--rep-001--base-static,0.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,1,diligent,prospective,diligent-prospective,da-3-4--rep-001--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,1,diligent,static,diligent-static,da-3-4--rep-001--diligent-static,0.0,0.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,88.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,2,base,prospective,base-prospective,da-3-4--rep-002--base-prospective,0.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,0.0,100.0,100.0,97.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,2,base,static,base-static,da-3-4--rep-002--base-static,0.0,0.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,88.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,2,diligent,prospective,diligent-prospective,da-3-4--rep-002--diligent-prospective,0.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,2,diligent,static,diligent-static,da-3-4--rep-002--diligent-static,0.0,0.0,89.0,100.0,100.0,89.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,87.8,0,1,1,0,0
semi,luna-top30-semi-r10,da-3-4,3,base,prospective,base-prospective,da-3-4--rep-003--base-prospective,0.0,100.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,3,base,static,base-static,da-3-4--rep-003--base-static,0.0,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-3-4,3,diligent,prospective,diligent-prospective,da-3-4--rep-003--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-3-4,3,diligent,static,diligent-static,da-3-4--rep-003--diligent-static,0.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.9,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,1,base,prospective,base-prospective,da-10-1--rep-001--base-prospective,57.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,100.0,43.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,1,base,static,base-static,da-10-1--rep-001--base-static,57.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,100.0,43.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,1,diligent,prospective,diligent-prospective,da-10-1--rep-001--diligent-prospective,57.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,57.0,100.0,43.0,98.4,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,1,diligent,static,diligent-static,da-10-1--rep-001--diligent-static,57.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,100.0,43.0,99.2,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,2,base,prospective,base-prospective,da-10-1--rep-002--base-prospective,46.0,90.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,46.0,100.0,54.0,98.5,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,2,base,static,base-static,da-10-1--rep-002--base-static,46.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,46.0,100.0,54.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,2,diligent,prospective,diligent-prospective,da-10-1--rep-002--diligent-prospective,46.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,46.0,95.0,49.0,97.5,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,2,diligent,static,diligent-static,da-10-1--rep-002--diligent-static,46.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,46.0,100.0,54.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,3,base,prospective,base-prospective,da-10-1--rep-003--base-prospective,60.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,99.2,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,3,base,static,base-static,da-10-1--rep-003--base-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,3,diligent,prospective,diligent-prospective,da-10-1--rep-003--diligent-prospective,60.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,99.2,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,3,diligent,static,diligent-static,da-10-1--rep-003--diligent-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,1,base,prospective,base-prospective,da-10-3--rep-001--base-prospective,89.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,89.0,100.0,11.0,99.5,,,0,0,
full,luna-top30-full-r10,da-10-3,1,base,static,base-static,da-10-3--rep-001--base-static,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,11.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,1,diligent,prospective,diligent-prospective,da-10-3--rep-001--diligent-prospective,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,89.0,100.0,11.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,1,diligent,static,diligent-static,da-10-3--rep-001--diligent-static,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,11.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,2,base,prospective,base-prospective,da-10-3--rep-002--base-prospective,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,2,base,static,base-static,da-10-3--rep-002--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,2,diligent,prospective,diligent-prospective,da-10-3--rep-002--diligent-prospective,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,2,diligent,static,diligent-static,da-10-3--rep-002--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,3,base,prospective,base-prospective,da-10-3--rep-003--base-prospective,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,3,base,static,base-static,da-10-3--rep-003--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,3,diligent,prospective,diligent-prospective,da-10-3--rep-003--diligent-prospective,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,3,diligent,static,diligent-static,da-10-3--rep-003--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,1,base,prospective,base-prospective,da-11-1--rep-001--base-prospective,55.0,84.0,84.0,94.0,84.0,94.0,90.0,100.0,90.0,100.0,100.0,55.0,100.0,45.0,92.0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,1,base,static,base-static,da-11-1--rep-001--base-static,55.0,94.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,100.0,45.0,98.8,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,1,diligent,prospective,diligent-prospective,da-11-1--rep-001--diligent-prospective,55.0,95.0,89.0,100.0,100.0,100.0,94.0,95.0,95.0,90.0,100.0,55.0,100.0,45.0,95.8,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,1,diligent,static,diligent-static,da-11-1--rep-001--diligent-static,55.0,94.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0,55.0,100.0,45.0,98.8,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,2,base,prospective,base-prospective,da-11-1--rep-002--base-prospective,55.0,77.0,89.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,100.0,45.0,96.0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,2,base,static,base-static,da-11-1--rep-002--base-static,55.0,82.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,100.0,45.0,97.5,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,2,diligent,prospective,diligent-prospective,da-11-1--rep-002--diligent-prospective,55.0,82.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,95.0,100.0,55.0,100.0,45.0,97.2,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,2,diligent,static,diligent-static,da-11-1--rep-002--diligent-static,55.0,82.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,100.0,45.0,97.6,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,3,base,prospective,base-prospective,da-11-1--rep-003--base-prospective,53.0,89.0,84.0,77.0,94.0,94.0,85.0,100.0,90.0,90.0,90.0,53.0,90.0,37.0,89.3,0,1,1,0,0
full,luna-top30-full-r10,da-11-1,3,base,static,base-static,da-11-1--rep-003--base-static,53.0,82.0,94.0,94.0,94.0,100.0,94.0,94.0,100.0,100.0,100.0,53.0,100.0,47.0,95.2,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,3,diligent,prospective,diligent-prospective,da-11-1--rep-003--diligent-prospective,53.0,95.0,88.0,100.0,84.0,100.0,90.0,100.0,100.0,85.0,100.0,53.0,100.0,47.0,94.2,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,3,diligent,static,diligent-static,da-11-1--rep-003--diligent-static,53.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,53.0,100.0,47.0,99.4,0,0,0,0,0
full,luna-top30-full-r10,da-12-2,1,base,prospective,base-prospective,da-12-2--rep-001--base-prospective,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,1,base,static,base-static,da-12-2--rep-001--base-static,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,1,diligent,prospective,diligent-prospective,da-12-2--rep-001--diligent-prospective,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,1,1,1,0,1
full,luna-top30-full-r10,da-12-2,1,diligent,static,diligent-static,da-12-2--rep-001--diligent-static,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,2,base,prospective,base-prospective,da-12-2--rep-002--base-prospective,25.0,95.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,75.0,99.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,2,base,static,base-static,da-12-2--rep-002--base-static,25.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,75.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-12-2,2,diligent,prospective,diligent-prospective,da-12-2--rep-002--diligent-prospective,25.0,100.0,90.0,87.0,87.0,87.0,75.0,87.0,87.0,87.0,87.0,25.0,87.0,62.0,87.4,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,2,diligent,static,diligent-static,da-12-2--rep-002--diligent-static,25.0,55.0,65.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,75.0,89.5,1,1,1,1,0
full,luna-top30-full-r10,da-12-2,3,base,prospective,base-prospective,da-12-2--rep-003--base-prospective,87.0,87.0,100.0,100.0,87.0,87.0,87.0,82.0,100.0,100.0,87.0,87.0,87.0,0.0,91.7,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,3,base,static,base-static,da-12-2--rep-003--base-static,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-2,3,diligent,prospective,diligent-prospective,da-12-2--rep-003--diligent-prospective,87.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,87.0,87.0,87.0,0.0,94.9,1,1,1,1,0
full,luna-top30-full-r10,da-12-2,3,diligent,static,diligent-static,da-12-2--rep-003--diligent-static,87.0,87.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,97.4,1,1,1,1,1
full,luna-top30-full-r10,da-12-4,1,base,prospective,base-prospective,da-12-4--rep-001--base-prospective,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,100.0,14.0,100.0,1,1,1,1,0
full,luna-top30-full-r10,da-12-4,1,base,static,base-static,da-12-4--rep-001--base-static,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,100.0,14.0,100.0,1,1,1,0,1
full,luna-top30-full-r10,da-12-4,1,diligent,prospective,diligent-prospective,da-12-4--rep-001--diligent-prospective,86.0,95.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,86.0,100.0,14.0,98.5,0,1,1,0,0
full,luna-top30-full-r10,da-12-4,1,diligent,static,diligent-static,da-12-4--rep-001--diligent-static,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,100.0,14.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-4,2,base,prospective,base-prospective,da-12-4--rep-002--base-prospective,100.0,81.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,0.0,97.1,1,1,1,1,0
full,luna-top30-full-r10,da-12-4,2,base,static,base-static,da-12-4--rep-002--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-12-4,2,diligent,prospective,diligent-prospective,da-12-4--rep-002--diligent-prospective,100.0,100.0,95.0,95.0,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,97.6,0,1,1,0,0
full,luna-top30-full-r10,da-12-4,2,diligent,static,diligent-static,da-12-4--rep-002--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-12-4,3,base,prospective,base-prospective,da-12-4--rep-003--base-prospective,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,95.0,-5.0,99.0,1,1,1,1,0
full,luna-top30-full-r10,da-12-4,3,base,static,base-static,da-12-4--rep-003--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,1,1,1,0,1
full,luna-top30-full-r10,da-12-4,3,diligent,prospective,diligent-prospective,da-12-4--rep-003--diligent-prospective,100.0,100.0,90.0,100.0,100.0,95.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,0.0,98.0,0,1,1,0,0
full,luna-top30-full-r10,da-12-4,3,diligent,static,diligent-static,da-12-4--rep-003--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-13-1,1,base,prospective,base-prospective,da-13-1--rep-001--base-prospective,91.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,98.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,1,base,static,base-static,da-13-1--rep-001--base-static,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,1,diligent,prospective,diligent-prospective,da-13-1--rep-001--diligent-prospective,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,91.0,100.0,9.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,1,diligent,static,diligent-static,da-13-1--rep-001--diligent-static,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,2,base,prospective,base-prospective,da-13-1--rep-002--base-prospective,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,91.0,100.0,9.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,2,base,static,base-static,da-13-1--rep-002--base-static,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,2,diligent,prospective,diligent-prospective,da-13-1--rep-002--diligent-prospective,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,2,diligent,static,diligent-static,da-13-1--rep-002--diligent-static,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,3,base,prospective,base-prospective,da-13-1--rep-003--base-prospective,91.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,80.0,91.0,80.0,-11.0,97.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,3,base,static,base-static,da-13-1--rep-003--base-static,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,3,diligent,prospective,diligent-prospective,da-13-1--rep-003--diligent-prospective,91.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,91.0,95.0,4.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,3,diligent,static,diligent-static,da-13-1--rep-003--diligent-static,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,9.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,1,base,prospective,base-prospective,da-13-3--rep-001--base-prospective,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,1,base,static,base-static,da-13-3--rep-001--base-static,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,1,diligent,prospective,diligent-prospective,da-13-3--rep-001--diligent-prospective,64.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,64.0,95.0,31.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,1,diligent,static,diligent-static,da-13-3--rep-001--diligent-static,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,2,base,prospective,base-prospective,da-13-3--rep-002--base-prospective,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100.0,49.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,2,base,static,base-static,da-13-3--rep-002--base-static,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100.0,49.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,2,diligent,prospective,diligent-prospective,da-13-3--rep-002--diligent-prospective,51.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100.0,49.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,2,diligent,static,diligent-static,da-13-3--rep-002--diligent-static,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100.0,49.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,3,base,prospective,base-prospective,da-13-3--rep-003--base-prospective,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,3,base,static,base-static,da-13-3--rep-003--base-static,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,3,diligent,prospective,diligent-prospective,da-13-3--rep-003--diligent-prospective,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,3,diligent,static,diligent-static,da-13-3--rep-003--diligent-static,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,36.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,1,base,prospective,base-prospective,da-13-5--rep-001--base-prospective,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,1,base,static,base-static,da-13-5--rep-001--base-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,1,diligent,prospective,diligent-prospective,da-13-5--rep-001--diligent-prospective,60.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,1,diligent,static,diligent-static,da-13-5--rep-001--diligent-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,2,base,prospective,base-prospective,da-13-5--rep-002--base-prospective,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,2,base,static,base-static,da-13-5--rep-002--base-static,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,2,diligent,prospective,diligent-prospective,da-13-5--rep-002--diligent-prospective,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,60.0,100.0,40.0,99.0,0,1,1,0,0
