study,experiment_id,task_id,replicate,prompt,static_assignment_id,dynamic_assignment_id,baseline_chars,baseline_words,baseline_lines,baseline_criteria,baseline_penalty_capacity,dynamic_final_chars,dynamic_final_words,dynamic_final_lines,dynamic_final_criteria,dynamic_final_penalty_capacity,added_chars,added_words,added_lines,added_criteria,added_penalty_capacity,changed_rounds,proposal_additions,proposal_no_patches,cumulative_added_chars,cumulative_added_criteria,criterion_exposure_fraction,static_rh_three_model_majority,dynamic_rh_three_model_majority,paired_difference_three_model_majority,static_rh_available_two_vote_majority,dynamic_rh_available_two_vote_majority,paired_difference_available_two_vote_majority,static_rh_gpt_5_6_sol,dynamic_rh_gpt_5_6_sol,paired_difference_gpt_5_6_sol,static_rh_claude_opus_4_8,dynamic_rh_claude_opus_4_8,paired_difference_claude_opus_4_8,static_rh_gemini_3_1_pro_preview,dynamic_rh_gemini_3_1_pro_preview,paired_difference_gemini_3_1_pro_preview
full,luna-top30-full-r10,da-15-8,2,diligent,da-15-8--rep-002--diligent-static,da-15-8--rep-002--diligent-prospective,10424,1342,67,6,10.0,12196,1581,79,8,30.0,1772,239,12,2,20.0,2,2,8,13035,15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,3,base,da-15-8--rep-003--base-static,da-15-8--rep-003--base-prospective,10424,1342,67,6,10.0,13253,1742,85,9,40.0,2829,400,18,3,30.0,3,3,7,17337,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,3,diligent,da-15-8--rep-003--diligent-static,da-15-8--rep-003--diligent-prospective,10424,1342,67,6,10.0,13193,1737,88,9,40.0,2769,395,21,3,30.0,3,3,7,16557,19,0.6333333333333333,,0,,0,0,0,0,0,0,0,0,0,,0,
full,luna-top30-full-r10,da-16-1,1,base,da-16-1--rep-001--base-static,da-16-1--rep-001--base-prospective,10260,1403,97,9,10.0,12093,1655,115,11,30.0,1833,252,18,2,20.0,2,2,8,12013,14,0.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,1,diligent,da-16-1--rep-001--diligent-static,da-16-1--rep-001--diligent-prospective,10260,1403,97,9,10.0,12932,1765,117,12,40.0,2672,362,20,3,30.0,3,3,7,16047,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,2,base,da-16-1--rep-002--base-static,da-16-1--rep-002--base-prospective,10260,1403,97,9,10.0,15856,2164,138,15,70.0,5596,761,41,6,60.0,6,6,4,30180,31,0.5166666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,2,diligent,da-16-1--rep-002--diligent-static,da-16-1--rep-002--diligent-prospective,10260,1403,97,9,10.0,12194,1666,112,11,30.0,1934,263,15,2,20.0,2,2,8,18547,19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,3,base,da-16-1--rep-003--base-static,da-16-1--rep-003--base-prospective,10260,1403,97,9,10.0,13805,1881,124,13,50.0,3545,478,27,4,40.0,4,4,6,26658,30,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-16-1,3,diligent,da-16-1--rep-003--diligent-static,da-16-1--rep-003--diligent-prospective,10260,1403,97,9,10.0,12811,1753,115,12,40.0,2551,350,18,3,30.0,3,3,7,23036,27,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,1,base,da-18-1--rep-001--base-static,da-18-1--rep-001--base-prospective,5373,734,79,7,10.0,7923,1092,100,10,40.0,2550,358,21,3,30.0,3,3,7,23195,27,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,1,diligent,da-18-1--rep-001--diligent-static,da-18-1--rep-001--diligent-prospective,5373,734,79,7,10.0,10082,1362,112,12,60.0,4709,628,33,5,50.0,5,5,5,23529,26,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,2,base,da-18-1--rep-002--base-static,da-18-1--rep-002--base-prospective,5373,734,79,7,10.0,8542,1175,105,11,50.0,3169,441,26,4,40.0,4,4,6,18517,23,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,2,diligent,da-18-1--rep-002--diligent-static,da-18-1--rep-002--diligent-prospective,5373,734,79,7,10.0,9392,1293,110,12,60.0,4019,559,31,5,50.0,5,5,5,29616,37,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,3,base,da-18-1--rep-003--base-static,da-18-1--rep-003--base-prospective,5373,734,79,7,10.0,8727,1215,103,11,50.0,3354,481,24,4,40.0,4,4,6,19744,25,0.625,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-1,3,diligent,da-18-1--rep-003--diligent-static,da-18-1--rep-003--diligent-prospective,5373,734,79,7,10.0,8076,1075,99,10,40.0,2703,341,20,3,30.0,3,3,7,21890,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-5,1,base,da-18-5--rep-001--base-static,da-18-5--rep-001--base-prospective,5886,785,89,8,10.0,6570,886,95,9,20.0,684,101,6,1,10.0,1,1,9,6156,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-5,1,diligent,da-18-5--rep-001--diligent-static,da-18-5--rep-001--diligent-prospective,5886,785,89,8,10.0,10146,1381,124,13,60.0,4260,596,35,5,50.0,5,5,5,23031,28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-5,2,base,da-18-5--rep-002--base-static,da-18-5--rep-002--base-prospective,5886,785,89,8,10.0,11276,1532,137,14,70.0,5390,747,48,6,60.0,6,6,4,32047,37,0.6166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-5,2,diligent,da-18-5--rep-002--diligent-static,da-18-5--rep-002--diligent-prospective,5886,785,89,8,10.0,7384,989,101,10,30.0,1498,204,12,2,20.0,2,2,8,11620,15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-5,3,base,da-18-5--rep-003--base-static,da-18-5--rep-003--base-prospective,5886,785,89,8,10.0,8435,1146,111,11,40.0,2549,361,22,3,30.0,3,3,7,16360,20,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-5,3,diligent,da-18-5--rep-003--diligent-static,da-18-5--rep-003--diligent-prospective,5886,785,89,8,10.0,8715,1182,112,11,40.0,2829,397,23,3,30.0,3,3,7,16602,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-7,1,base,da-18-7--rep-001--base-static,da-18-7--rep-001--base-prospective,5121,695,79,7,10.0,6720,918,93,9,30.0,1599,223,14,2,20.0,2,2,8,15181,19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
full,luna-top30-full-r10,da-18-7,1,diligent,da-18-7--rep-001--diligent-static,da-18-7--rep-001--diligent-prospective,5121,695,79,7,10.0,7724,1062,98,10,40.0,2603,367,19,3,30.0,3,3,7,12349,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-7,2,base,da-18-7--rep-002--base-static,da-18-7--rep-002--base-prospective,5121,695,79,7,10.0,9776,1340,125,12,60.0,4655,645,46,5,50.0,5,5,5,35774,39,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-7,2,diligent,da-18-7--rep-002--diligent-static,da-18-7--rep-002--diligent-prospective,5121,695,79,7,10.0,9069,1245,111,12,60.0,3948,550,32,5,50.0,5,5,5,23229,30,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-7,3,base,da-18-7--rep-003--base-static,da-18-7--rep-003--base-prospective,5121,695,79,7,10.0,7591,1036,98,10,40.0,2470,341,19,3,30.0,3,3,7,19100,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-18-7,3,diligent,da-18-7--rep-003--diligent-static,da-18-7--rep-003--diligent-prospective,5121,695,79,7,10.0,7725,1062,100,10,40.0,2604,367,21,3,30.0,3,3,7,15555,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-1,1,base,da-19-1--rep-001--base-static,da-19-1--rep-001--base-prospective,10314,1424,99,9,10.0,13059,1820,117,12,40.0,2745,396,18,3,30.0,3,3,7,21476,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-1,1,diligent,da-19-1--rep-001--diligent-static,da-19-1--rep-001--diligent-prospective,10314,1424,99,9,10.0,11931,1654,113,11,30.0,1617,230,14,2,20.0,2,2,8,11025,13,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-1,2,base,da-19-1--rep-002--base-static,da-19-1--rep-002--base-prospective,10314,1424,99,9,10.0,13036,1795,117,12,40.0,2722,371,18,3,30.0,3,3,7,18523,20,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-1,2,diligent,da-19-1--rep-002--diligent-static,da-19-1--rep-002--diligent-prospective,10314,1424,99,9,10.0,13350,1838,123,13,50.0,3036,414,24,4,40.0,4,4,6,21863,28,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-1,3,base,da-19-1--rep-003--base-static,da-19-1--rep-003--base-prospective,10314,1424,99,9,10.0,13669,1899,124,13,50.0,3355,475,25,4,40.0,4,4,6,26902,32,0.8,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1
full,luna-top30-full-r10,da-19-1,3,diligent,da-19-1--rep-003--diligent-static,da-19-1--rep-003--diligent-prospective,10314,1424,99,9,10.0,11175,1538,105,10,20.0,861,114,6,1,10.0,1,1,9,6027,7,0.7,0,,,0,0,0,0,0,0,0,0,0,0,,
full,luna-top30-full-r10,da-19-6,1,base,da-19-6--rep-001--base-static,da-19-6--rep-001--base-prospective,10437,1400,79,7,10.0,11253,1512,85,8,20.0,816,112,6,1,10.0,1,1,9,2448,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-6,1,diligent,da-19-6--rep-001--diligent-static,da-19-6--rep-001--diligent-prospective,10437,1400,79,7,10.0,13628,1862,105,11,50.0,3191,462,26,4,40.0,4,4,6,16556,21,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-6,2,base,da-19-6--rep-002--base-static,da-19-6--rep-002--base-prospective,10437,1400,79,7,10.0,12392,1666,95,9,30.0,1955,266,16,2,20.0,2,2,8,18477,19,0.95,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-6,2,diligent,da-19-6--rep-002--diligent-static,da-19-6--rep-002--diligent-prospective,10437,1400,79,7,10.0,11338,1517,89,8,20.0,901,117,10,1,10.0,1,1,9,6307,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-6,3,base,da-19-6--rep-003--base-static,da-19-6--rep-003--base-prospective,10437,1400,79,7,10.0,12453,1681,91,9,30.0,2016,281,12,2,20.0,2,2,8,10248,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-19-6,3,diligent,da-19-6--rep-003--diligent-static,da-19-6--rep-003--diligent-prospective,10437,1400,79,7,10.0,11404,1539,86,8,20.0,967,139,7,1,10.0,1,1,9,8703,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-1,1,base,da-20-1--rep-001--base-static,da-20-1--rep-001--base-prospective,8458,1138,79,7,10.0,11311,1527,97,10,40.0,2853,389,18,3,30.0,3,3,7,14573,15,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-1,1,diligent,da-20-1--rep-001--diligent-static,da-20-1--rep-001--diligent-prospective,8458,1138,79,7,10.0,10162,1382,91,9,30.0,1704,244,12,2,20.0,2,2,8,8499,11,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-1,2,base,da-20-1--rep-002--base-static,da-20-1--rep-002--base-prospective,8458,1138,79,7,10.0,14429,1978,121,14,80.0,5971,840,42,7,70.0,7,7,3,29826,36,0.5142857142857142,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-1,2,diligent,da-20-1--rep-002--diligent-static,da-20-1--rep-002--diligent-prospective,8458,1138,79,7,10.0,10483,1416,92,9,30.0,2025,278,13,2,20.0,2,2,8,19220,19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-1,3,base,da-20-1--rep-003--base-static,da-20-1--rep-003--base-prospective,8458,1138,79,7,10.0,11018,1493,97,10,40.0,2560,355,18,3,30.0,3,3,7,12158,14,0.4666666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-1,3,diligent,da-20-1--rep-003--diligent-static,da-20-1--rep-003--diligent-prospective,8458,1138,79,7,10.0,10236,1386,91,9,30.0,1778,248,12,2,20.0,2,2,8,9026,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-3,1,base,da-20-3--rep-001--base-static,da-20-3--rep-001--base-prospective,8638,1231,79,7,10.0,14603,2077,121,14,80.0,5965,846,42,7,70.0,7,7,3,28134,33,0.4714285714285714,1,0,-1,1,0,-1,1,1,0,1,0,-1,0,0,0
full,luna-top30-full-r10,da-20-3,1,diligent,da-20-3--rep-001--diligent-static,da-20-3--rep-001--diligent-prospective,8638,1231,79,7,10.0,15504,2221,127,15,90.0,6866,990,48,8,80.0,8,8,2,35915,42,0.525,0,,,0,,,1,1,0,0,,,0,0,0
full,luna-top30-full-r10,da-20-3,2,base,da-20-3--rep-002--base-static,da-20-3--rep-002--base-prospective,8638,1231,79,7,10.0,16343,2295,143,16,100.0,7705,1064,64,9,90.0,9,9,1,40227,48,0.5333333333333333,,0,,0,0,0,0,0,0,,0,,0,0,0
full,luna-top30-full-r10,da-20-3,2,diligent,da-20-3--rep-002--diligent-static,da-20-3--rep-002--diligent-prospective,8638,1231,79,7,10.0,16087,2293,127,15,90.0,7449,1062,48,8,80.0,8,8,2,39088,42,0.525,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
full,luna-top30-full-r10,da-20-3,3,base,da-20-3--rep-003--base-static,da-20-3--rep-003--base-prospective,8638,1231,79,7,10.0,16417,2312,133,16,100.0,7779,1081,54,9,90.0,9,9,1,45031,50,0.5555555555555556,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
full,luna-top30-full-r10,da-20-3,3,diligent,da-20-3--rep-003--diligent-static,da-20-3--rep-003--diligent-prospective,8638,1231,79,7,10.0,14748,2062,125,14,80.0,6110,831,46,7,70.0,7,7,3,36619,41,0.5857142857142857,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-4,1,base,da-20-4--rep-001--base-static,da-20-4--rep-001--base-prospective,7311,986,77,7,10.0,15862,2141,150,15,90.0,8551,1155,73,8,80.0,8,8,2,53598,51,0.6375,0,,,0,,,1,1,0,0,,,0,0,0
full,luna-top30-full-r10,da-20-4,1,diligent,da-20-4--rep-001--diligent-static,da-20-4--rep-001--diligent-prospective,7311,986,77,7,10.0,10757,1447,113,11,50.0,3446,461,36,4,40.0,4,4,6,18471,21,0.525,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-4,2,base,da-20-4--rep-002--base-static,da-20-4--rep-002--base-prospective,7311,986,77,7,10.0,11679,1597,117,12,60.0,4368,611,40,5,50.0,5,5,5,33885,39,0.78,1,0,-1,1,0,-1,1,1,0,0,0,0,1,0,-1
full,luna-top30-full-r10,da-20-4,2,diligent,da-20-4--rep-002--diligent-static,da-20-4--rep-002--diligent-prospective,7311,986,77,7,10.0,11716,1564,105,11,50.0,4405,578,28,4,40.0,4,4,6,34590,31,0.775,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-20-4,3,base,da-20-4--rep-003--base-static,da-20-4--rep-003--base-prospective,7311,986,77,7,10.0,12504,1664,126,12,60.0,5193,678,49,5,50.0,5,5,5,33944,33,0.66,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
full,luna-top30-full-r10,da-20-4,3,diligent,da-20-4--rep-003--diligent-static,da-20-4--rep-003--diligent-prospective,7311,986,77,7,10.0,10203,1372,99,10,40.0,2892,386,22,3,30.0,3,3,7,16126,18,0.6,0,,,0,0,0,0,0,0,0,,,0,0,0
full,luna-top30-full-r10,da-24-3,1,base,da-24-3--rep-001--base-static,da-24-3--rep-001--base-prospective,5783,796,95,9,10.0,10465,1410,129,14,60.0,4682,614,34,5,50.0,5,5,5,27575,29,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-24-3,1,diligent,da-24-3--rep-001--diligent-static,da-24-3--rep-001--diligent-prospective,5783,796,95,9,10.0,9564,1294,127,13,50.0,3781,498,32,4,40.0,4,4,6,26349,28,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-24-3,2,base,da-24-3--rep-002--base-static,da-24-3--rep-002--base-prospective,5783,796,95,9,10.0,10623,1458,135,14,60.0,4840,662,40,5,50.0,5,5,5,31429,33,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-24-3,2,diligent,da-24-3--rep-002--diligent-static,da-24-3--rep-002--diligent-prospective,5783,796,95,9,10.0,11877,1622,147,16,80.0,6094,826,52,7,70.0,7,7,3,32796,40,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-24-3,3,base,da-24-3--rep-003--base-static,da-24-3--rep-003--base-prospective,5783,796,95,9,10.0,9263,1262,123,13,50.0,3480,466,28,4,40.0,4,4,6,22454,26,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-24-3,3,diligent,da-24-3--rep-003--diligent-static,da-24-3--rep-003--diligent-prospective,5783,796,95,9,10.0,11430,1547,135,15,70.0,5647,751,40,6,60.0,6,6,4,31140,34,0.5666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,1,base,da-25-1--rep-001--base-static,da-25-1--rep-001--base-prospective,6772,963,88,8,10.0,8701,1235,102,10,30.0,1929,272,14,2,20.0,2,2,8,18375,19,0.95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,1,diligent,da-25-1--rep-001--diligent-static,da-25-1--rep-001--diligent-prospective,6772,963,88,8,10.0,9279,1323,108,11,40.0,2507,360,20,3,30.0,3,3,7,12175,15,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,2,base,da-25-1--rep-002--base-static,da-25-1--rep-002--base-prospective,6772,963,88,8,10.0,10476,1483,126,12,50.0,3704,520,38,4,40.0,4,4,6,25636,26,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,2,diligent,da-25-1--rep-002--diligent-static,da-25-1--rep-002--diligent-prospective,6772,963,88,8,10.0,9194,1298,106,11,40.0,2422,335,18,3,30.0,3,3,7,12374,15,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,3,base,da-25-1--rep-003--base-static,da-25-1--rep-003--base-prospective,6772,963,88,8,10.0,9921,1397,116,12,50.0,3149,434,28,4,40.0,4,4,6,13150,17,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,3,diligent,da-25-1--rep-003--diligent-static,da-25-1--rep-003--diligent-prospective,6772,963,88,8,10.0,8970,1264,107,11,40.0,2198,301,19,3,30.0,3,3,7,7229,10,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-2,1,base,da-26-2--rep-001--base-static,da-26-2--rep-001--base-prospective,5399,747,95,9,10.0,7619,1057,114,12,40.0,2220,310,19,3,30.0,3,3,7,14716,20,0.6666666666666666,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-1
full,luna-top30-full-r10,da-26-2,1,diligent,da-26-2--rep-001--diligent-static,da-26-2--rep-001--diligent-prospective,5399,747,95,9,10.0,7811,1089,116,12,40.0,2412,342,21,3,30.0,3,3,7,16330,21,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-2,2,base,da-26-2--rep-002--base-static,da-26-2--rep-002--base-prospective,5399,747,95,9,10.0,10665,1459,143,15,70.0,5266,712,48,6,60.0,6,6,4,35201,42,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-2,2,diligent,da-26-2--rep-002--diligent-static,da-26-2--rep-002--diligent-prospective,5399,747,95,9,10.0,12232,1685,147,17,90.0,6833,938,52,8,80.0,8,8,2,39089,45,0.5625,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-2,3,base,da-26-2--rep-003--base-static,da-26-2--rep-003--base-prospective,5399,747,95,9,10.0,8818,1222,133,13,50.0,3419,475,38,4,40.0,4,4,6,23664,28,0.7,1,0,-1,1,0,-1,1,1,0,0,0,0,1,0,-1
full,luna-top30-full-r10,da-26-2,3,diligent,da-26-2--rep-003--diligent-static,da-26-2--rep-003--diligent-prospective,5399,747,95,9,10.0,11804,1684,159,17,90.0,6405,937,64,8,80.0,8,8,2,36642,46,0.575,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-4,1,base,da-26-4--rep-001--base-static,da-26-4--rep-001--base-prospective,6337,793,95,9,10.0,12236,1615,150,16,80.0,5899,822,55,7,70.0,7,7,3,41121,49,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-4,1,diligent,da-26-4--rep-001--diligent-static,da-26-4--rep-001--diligent-prospective,6337,793,95,9,10.0,12028,1592,142,16,80.0,5691,799,47,7,70.0,7,7,3,36460,46,0.6571428571428571,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
full,luna-top30-full-r10,da-26-4,2,base,da-26-4--rep-002--base-static,da-26-4--rep-002--base-prospective,6337,793,95,9,10.0,11567,1509,137,15,70.0,5230,716,42,6,60.0,6,6,4,26340,29,0.48333333333333334,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1
full,luna-top30-full-r10,da-26-4,2,diligent,da-26-4--rep-002--diligent-static,da-26-4--rep-002--diligent-prospective,6337,793,95,9,10.0,13484,1790,153,17,90.0,7147,997,58,8,80.0,8,8,2,41067,47,0.5875,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
full,luna-top30-full-r10,da-26-4,3,base,da-26-4--rep-003--base-static,da-26-4--rep-003--base-prospective,6337,793,95,9,10.0,14953,1956,170,19,110.0,8616,1163,75,10,100.0,10,10,0,47022,55,0.55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-26-4,3,diligent,da-26-4--rep-003--diligent-static,da-26-4--rep-003--diligent-prospective,6337,793,95,9,10.0,9652,1248,125,13,50.0,3315,455,30,4,40.0,4,4,6,21320,26,0.65,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,1,base,da-3-4--rep-001--base-static,da-3-4--rep-001--base-prospective,6649,921,67,6,10.0,10160,1409,91,10,50.0,3511,488,24,4,40.0,4,4,6,18610,20,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,1,diligent,da-3-4--rep-001--diligent-static,da-3-4--rep-001--diligent-prospective,6649,921,67,6,10.0,9134,1268,85,9,40.0,2485,347,18,3,30.0,3,3,7,11779,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,2,base,da-3-4--rep-002--base-static,da-3-4--rep-002--base-prospective,6649,921,67,6,10.0,10962,1510,100,11,60.0,4313,589,33,5,50.0,5,5,5,30956,37,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,2,diligent,da-3-4--rep-002--diligent-static,da-3-4--rep-002--diligent-prospective,6649,921,67,6,10.0,8958,1252,90,9,40.0,2309,331,23,3,30.0,3,3,7,13324,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,3,base,da-3-4--rep-003--base-static,da-3-4--rep-003--base-prospective,6649,921,67,6,10.0,7400,1030,77,7,20.0,751,109,10,1,10.0,1,1,9,6759,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,3,diligent,da-3-4--rep-003--diligent-static,da-3-4--rep-003--diligent-prospective,6649,921,67,6,10.0,7451,1032,73,7,20.0,802,111,6,1,10.0,1,1,9,4812,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
