assignment_id,task_id,replicate,condition_id,feedback_type,rubric_type,initial_weak_score,initial_gpt_score,initial_claude_score,initial_strong_score,initial_weak_minus_strong,final_weak_score,final_gpt_score,final_claude_score,final_strong_score,final_weak_minus_strong,gap_change
da-18-7--rep-001--full-online-rubric,da-18-7,1,full-online-rubric,full,online_elicitation,46.6,45.0,54.0,49.5,-2.8999999999999986,100.0,94.0,99.6,96.8,3.200000000000003,6.100000000000001
da-18-7--rep-001--score-only-offline-rubric,da-18-7,1,score-only-offline-rubric,score_only,offline_elicitation,47.0,45.4,49.6,47.5,-0.5,47.0,43.8,52.2,48.0,-1.0,-0.5
da-18-7--rep-001--score-only-online-rubric,da-18-7,1,score-only-online-rubric,score_only,online_elicitation,47.4,44.2,55.4,49.8,-2.3999999999999986,59.8,45.4,60.2,52.8,7.0,9.399999999999999
da-18-7--rep-001--score-only-static,da-18-7,1,score-only-static,score_only,fixed,47.0,43.0,51.6,47.3,-0.29999999999999716,35.0,38.8,42.0,40.4,-5.399999999999999,-5.100000000000001
da-18-7--rep-001--semi-online-rubric,da-18-7,1,semi-online-rubric,semi,online_elicitation,51.4,45.0,45.8,45.4,6.0,67.4,57.0,72.2,64.6,2.8000000000000114,-3.1999999999999886
da-18-7--rep-001--semi-static,da-18-7,1,semi-static,semi,fixed,47.0,43.0,51.6,47.3,-0.29999999999999716,66.0,57.0,65.0,61.0,5.0,5.299999999999997
da-18-7--rep-001--user-simulator-offline-rubric,da-18-7,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,53.4,40.6,53.4,47.0,6.399999999999999,57.0,39.4,59.0,49.2,7.799999999999997,1.3999999999999986
da-18-7--rep-001--user-simulator-online-rubric,da-18-7,1,user-simulator-online-rubric,user_simulator,online_elicitation,59.0,45.0,52.2,48.6,10.399999999999999,55.0,47.0,52.6,49.8,5.200000000000003,-5.199999999999996
da-18-7--rep-001--user-simulator-static,da-18-7,1,user-simulator-static,user_simulator,fixed,47.0,43.0,51.6,47.3,-0.29999999999999716,50.0,40.6,53.4,47.0,3.0,3.299999999999997
da-18-7--rep-002--full-online-rubric,da-18-7,2,full-online-rubric,full,online_elicitation,50.0,39.8,47.2,43.5,6.5,100.0,100.0,100.0,100.0,0.0,-6.5
da-18-7--rep-002--full-static,da-18-7,2,full-static,full,fixed,38.0,46.0,43.0,44.5,-6.5,100.0,100.0,100.0,100.0,0.0,6.5
da-18-7--rep-002--score-only-online-rubric,da-18-7,2,score-only-online-rubric,score_only,online_elicitation,44.0,47.0,50.4,48.7,-4.700000000000003,54.0,47.0,56.0,51.5,2.5,7.200000000000003
da-18-7--rep-002--score-only-static,da-18-7,2,score-only-static,score_only,fixed,38.0,46.0,43.0,44.5,-6.5,43.0,40.4,48.0,44.2,-1.2000000000000028,5.299999999999997
da-18-7--rep-002--semi-offline-rubric,da-18-7,2,semi-offline-rubric,semi,offline_elicitation,56.0,47.0,50.4,48.7,7.299999999999997,65.0,67.0,73.4,70.2,-5.200000000000003,-12.5
da-18-7--rep-002--semi-online-rubric,da-18-7,2,semi-online-rubric,semi,online_elicitation,50.0,47.0,51.0,49.0,1.0,59.0,63.0,65.8,64.4,-5.400000000000006,-6.400000000000006
da-18-7--rep-002--user-simulator-online-rubric,da-18-7,2,user-simulator-online-rubric,user_simulator,online_elicitation,50.0,45.0,48.6,46.8,3.200000000000003,52.2,47.0,55.0,51.0,1.2000000000000028,-2.0
da-18-7--rep-003--full-online-rubric,da-18-7,3,full-online-rubric,full,online_elicitation,55.0,44.2,62.6,53.400000000000006,1.5999999999999943,100.0,92.0,100.0,96.0,4.0,2.4000000000000057
da-18-7--rep-003--full-static,da-18-7,3,full-static,full,fixed,56.0,39.0,54.0,46.5,9.5,100.0,100.0,98.4,99.2,0.7999999999999972,-8.700000000000003
da-18-7--rep-003--score-only-offline-rubric,da-18-7,3,score-only-offline-rubric,score_only,offline_elicitation,51.0,39.0,57.0,48.0,3.0,65.0,55.0,61.0,58.0,7.0,4.0
da-18-7--rep-003--score-only-online-rubric,da-18-7,3,score-only-online-rubric,score_only,online_elicitation,51.8,39.8,48.8,44.3,7.5,61.0,53.0,52.0,52.5,8.5,1.0
da-18-7--rep-003--score-only-static,da-18-7,3,score-only-static,score_only,fixed,56.0,39.0,54.0,46.5,9.5,61.0,47.2,65.0,56.1,4.899999999999999,-4.600000000000001
da-18-7--rep-003--semi-online-rubric,da-18-7,3,semi-online-rubric,semi,online_elicitation,57.0,45.0,54.8,49.9,7.100000000000001,78.0,85.0,83.0,84.0,-6.0,-13.100000000000001
da-18-7--rep-003--semi-static,da-18-7,3,semi-static,semi,fixed,56.0,39.0,54.0,46.5,9.5,77.0,57.0,64.0,60.5,16.5,7.0
da-18-7--rep-003--user-simulator-offline-rubric,da-18-7,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,58.0,39.8,59.0,49.4,8.600000000000001,53.0,42.0,52.2,47.1,5.899999999999999,-2.700000000000003
da-18-7--rep-003--user-simulator-online-rubric,da-18-7,3,user-simulator-online-rubric,user_simulator,online_elicitation,46.0,38.6,51.4,45.0,1.0,54.2,38.8,45.0,41.9,12.300000000000004,11.300000000000004
da-18-7--rep-003--user-simulator-static,da-18-7,3,user-simulator-static,user_simulator,fixed,56.0,39.0,54.0,46.5,9.5,51.0,46.6,44.0,45.3,5.700000000000003,-3.799999999999997
da-19-1--rep-001--full-static,da-19-1,1,full-static,full,fixed,61.0,50.2,51.0,50.6,10.399999999999999,96.0,97.2,100.0,98.6,-2.5999999999999943,-12.999999999999993
da-19-1--rep-001--score-only-offline-rubric,da-19-1,1,score-only-offline-rubric,score_only,offline_elicitation,46.8,35.6,48.4,42.0,4.799999999999997,51.0,45.8,50.8,48.3,2.700000000000003,-2.0999999999999943
da-19-1--rep-001--score-only-static,da-19-1,1,score-only-static,score_only,fixed,61.0,50.2,51.0,50.6,10.399999999999999,61.0,46.4,47.0,46.7,14.299999999999997,3.8999999999999986
da-19-1--rep-001--semi-offline-rubric,da-19-1,1,semi-offline-rubric,semi,offline_elicitation,61.0,50.2,51.0,50.6,10.399999999999999,67.2,61.0,53.6,57.3,9.900000000000006,-0.4999999999999929
da-19-1--rep-001--semi-static,da-19-1,1,semi-static,semi,fixed,61.0,50.2,51.0,50.6,10.399999999999999,76.0,76.0,68.8,72.4,3.5999999999999943,-6.800000000000004
da-19-1--rep-001--user-simulator-static,da-19-1,1,user-simulator-static,user_simulator,fixed,61.0,50.2,51.0,50.6,10.399999999999999,66.4,58.6,52.2,55.400000000000006,11.0,0.6000000000000014
da-19-1--rep-002--full-offline-rubric,da-19-1,2,full-offline-rubric,full,offline_elicitation,52.8,58.0,58.4,58.2,-5.400000000000006,100.0,100.0,100.0,100.0,0.0,5.400000000000006
da-19-1--rep-002--full-online-rubric,da-19-1,2,full-online-rubric,full,online_elicitation,52.8,57.2,58.2,57.7,-4.900000000000006,97.0,100.0,100.0,100.0,-3.0,1.9000000000000057
da-19-1--rep-002--full-static,da-19-1,2,full-static,full,fixed,65.6,55.4,55.4,55.4,10.199999999999996,100.0,95.0,100.0,97.5,2.5,-7.699999999999996
da-19-1--rep-002--score-only-online-rubric,da-19-1,2,score-only-online-rubric,score_only,online_elicitation,52.6,58.0,54.6,56.3,-3.6999999999999957,55.2,45.8,55.2,50.5,4.700000000000003,8.399999999999999
da-19-1--rep-002--semi-offline-rubric,da-19-1,2,semi-offline-rubric,semi,offline_elicitation,57.4,58.0,58.6,58.3,-0.8999999999999986,71.0,65.0,77.2,71.1,-0.09999999999999432,0.8000000000000043
da-19-1--rep-002--semi-online-rubric,da-19-1,2,semi-online-rubric,semi,online_elicitation,47.8,57.2,52.0,54.6,-6.800000000000004,61.8,62.6,67.8,65.2,-3.4000000000000057,3.3999999999999986
da-19-1--rep-002--semi-static,da-19-1,2,semi-static,semi,fixed,65.6,55.4,55.4,55.4,10.199999999999996,74.0,70.2,67.0,68.6,5.400000000000006,-4.79999999999999
da-19-1--rep-002--user-simulator-online-rubric,da-19-1,2,user-simulator-online-rubric,user_simulator,online_elicitation,54.8,60.0,54.4,57.2,-2.4000000000000057,47.8,56.0,50.0,53.0,-5.200000000000003,-2.799999999999997
da-19-1--rep-003--full-offline-rubric,da-19-1,3,full-offline-rubric,full,offline_elicitation,52.0,49.4,40.2,44.8,7.200000000000003,100.0,100.0,100.0,100.0,0.0,-7.200000000000003
da-19-1--rep-003--full-static,da-19-1,3,full-static,full,fixed,52.8,44.6,40.6,42.6,10.199999999999996,95.0,95.0,98.0,96.5,-1.5,-11.699999999999996
da-19-1--rep-003--score-only-static,da-19-1,3,score-only-static,score_only,fixed,52.8,44.6,40.6,42.6,10.199999999999996,60.4,47.0,48.2,47.6,12.799999999999997,2.6000000000000014
da-19-1--rep-003--semi-offline-rubric,da-19-1,3,semi-offline-rubric,semi,offline_elicitation,53.0,46.0,37.6,41.8,11.200000000000003,76.0,72.0,62.4,67.2,8.799999999999997,-2.4000000000000057
da-19-1--rep-003--semi-static,da-19-1,3,semi-static,semi,fixed,52.8,44.6,40.6,42.6,10.199999999999996,71.0,59.0,68.0,63.5,7.5,-2.6999999999999957
da-19-1--rep-003--user-simulator-offline-rubric,da-19-1,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,52.8,44.6,40.6,42.6,10.199999999999996,69.0,46.0,53.6,49.8,19.200000000000003,9.000000000000007
da-19-1--rep-003--user-simulator-online-rubric,da-19-1,3,user-simulator-online-rubric,user_simulator,online_elicitation,48.6,45.8,34.8,40.3,8.300000000000004,52.8,45.0,49.6,47.3,5.5,-2.8000000000000043
da-19-1--rep-003--user-simulator-static,da-19-1,3,user-simulator-static,user_simulator,fixed,52.8,44.6,40.6,42.6,10.199999999999996,54.2,44.6,61.4,53.0,1.2000000000000028,-8.999999999999993
da-19-6--rep-001--full-offline-rubric,da-19-6,1,full-offline-rubric,full,offline_elicitation,29.0,18.2,12.8,15.5,13.5,79.0,79.0,80.6,79.8,-0.7999999999999972,-14.299999999999997
da-19-6--rep-001--full-static,da-19-6,1,full-static,full,fixed,30.6,24.0,17.4,20.7,9.900000000000002,79.0,74.0,73.4,73.7,5.299999999999997,-4.600000000000005
da-19-6--rep-001--score-only-offline-rubric,da-19-6,1,score-only-offline-rubric,score_only,offline_elicitation,25.4,20.0,12.2,16.1,9.299999999999997,29.4,26.0,21.6,23.8,5.599999999999998,-3.6999999999999993
da-19-6--rep-001--score-only-static,da-19-6,1,score-only-static,score_only,fixed,30.6,24.0,17.4,20.7,9.900000000000002,32.0,24.0,22.6,23.3,8.7,-1.2000000000000028
da-19-6--rep-001--semi-offline-rubric,da-19-6,1,semi-offline-rubric,semi,offline_elicitation,30.6,24.0,17.4,20.7,9.900000000000002,47.0,31.0,37.4,34.2,12.799999999999997,2.899999999999995
da-19-6--rep-001--semi-online-rubric,da-19-6,1,semi-online-rubric,semi,online_elicitation,29.8,19.0,13.0,16.0,13.8,66.2,56.0,53.0,54.5,11.700000000000003,-2.099999999999998
da-19-6--rep-001--user-simulator-offline-rubric,da-19-6,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,30.6,24.0,17.4,20.7,9.900000000000002,24.0,24.0,17.0,20.5,3.5,-6.400000000000002
da-19-6--rep-001--user-simulator-online-rubric,da-19-6,1,user-simulator-online-rubric,user_simulator,online_elicitation,27.0,14.6,8.4,11.5,15.5,25.0,12.0,18.6,15.3,9.7,-5.800000000000001
da-19-6--rep-001--user-simulator-static,da-19-6,1,user-simulator-static,user_simulator,fixed,30.6,24.0,17.4,20.7,9.900000000000002,20.0,12.0,17.0,14.5,5.5,-4.400000000000002
da-19-6--rep-002--full-offline-rubric,da-19-6,2,full-offline-rubric,full,offline_elicitation,34.2,12.0,17.0,14.5,19.700000000000003,58.0,38.2,58.0,48.1,9.899999999999999,-9.800000000000004
da-19-6--rep-002--score-only-offline-rubric,da-19-6,2,score-only-offline-rubric,score_only,offline_elicitation,33.4,17.4,21.6,19.5,13.899999999999999,35.2,30.0,49.6,39.8,-4.599999999999994,-18.499999999999993
da-19-6--rep-002--score-only-static,da-19-6,2,score-only-static,score_only,fixed,33.4,17.4,21.6,19.5,13.899999999999999,27.2,19.0,24.0,21.5,5.699999999999999,-8.2
da-19-6--rep-002--semi-offline-rubric,da-19-6,2,semi-offline-rubric,semi,offline_elicitation,27.0,14.0,19.2,16.6,10.399999999999999,81.2,74.0,65.0,69.5,11.700000000000003,1.3000000000000043
da-19-6--rep-002--semi-online-rubric,da-19-6,2,semi-online-rubric,semi,online_elicitation,27.4,12.0,19.0,15.5,11.899999999999999,79.0,54.0,64.4,59.2,19.799999999999997,7.899999999999999
da-19-6--rep-002--user-simulator-static,da-19-6,2,user-simulator-static,user_simulator,fixed,33.4,17.4,21.6,19.5,13.899999999999999,27.8,12.0,17.6,14.8,13.0,-0.8999999999999986
da-19-6--rep-003--full-offline-rubric,da-19-6,3,full-offline-rubric,full,offline_elicitation,27.0,13.6,17.0,15.3,11.7,79.0,78.0,73.4,75.7,3.299999999999997,-8.400000000000002
da-19-6--rep-003--full-static,da-19-6,3,full-static,full,fixed,35.0,14.0,22.0,18.0,17.0,87.0,79.0,81.8,80.4,6.599999999999994,-10.400000000000006
da-19-6--rep-003--score-only-offline-rubric,da-19-6,3,score-only-offline-rubric,score_only,offline_elicitation,30.4,13.0,23.2,18.1,12.299999999999997,33.0,14.0,25.4,19.7,13.3,1.0000000000000036
da-19-6--rep-003--score-only-static,da-19-6,3,score-only-static,score_only,fixed,35.0,14.0,22.0,18.0,17.0,31.0,24.2,30.4,27.299999999999997,3.700000000000003,-13.299999999999997
da-19-6--rep-003--semi-online-rubric,da-19-6,3,semi-online-rubric,semi,online_elicitation,25.0,8.4,18.2,13.3,11.7,83.0,70.0,84.2,77.1,5.900000000000006,-5.799999999999994
da-19-6--rep-003--user-simulator-offline-rubric,da-19-6,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,27.0,14.0,20.2,17.1,9.899999999999999,29.0,10.8,21.6,16.200000000000003,12.799999999999997,2.8999999999999986
